Ransomware Family,TacticID,TechniqueID,Sub-TechID,Action,Num. CAR,Num. Sigma,Num. ES SIEM,Num. Splunk,Total
NokoyawaRansomware,Discovery,T1082,No sub-techniques,Get system information on Windows,2,14,7,5,28
Cl0pRansomware,Discovery,T1614,T1614.001,Get system language,0,1,0,0,1
AzovRansomware,Discovery,T1124,No sub-techniques,Get systime by api,0,3,0,1,4
BandarChorRansomware,Discovery,T1124,No sub-techniques,Get systime by api,0,3,0,1,4
SugarRansomware,Discovery,T1124,No sub-techniques,Get systime by api,0,3,0,1,4
MidasRansomware,Discovery,T1082,No sub-techniques,Get the current computer name,2,14,7,5,28
HaronRansomware,Discovery,T1033,No sub-techniques,Get the current user name,2,25,4,10,41
MidasRansomware,Discovery,T1033,No sub-techniques,Get the current user name,2,25,4,10,41
OnyxRansomware,Discovery,T1033,No sub-techniques,Get the current user name,2,25,4,10,41
OnyxRansomware,Discovery,T1082,No sub-techniques,Get the current user name,2,14,7,5,28
HaronRansomware,Discovery,T1087,T1087.001,Get the current user name,2,11,0,11,24
MidasRansomware,Discovery,T1087,T1087.001,Get the current user name,2,11,0,11,24
OnyxRansomware,Discovery,T1087,T1087.001,Get the current user name,2,11,0,11,24
BlackBastaRansomware,Defense Evasion,T1622,No sub-techniques,Get time manytimes,0,0,0,0,0
BlackBastaRansomware,Discovery,T1622,No sub-techniques,Get time manytimes,0,0,0,0,0
HaronRansomware,Discovery,T1124,No sub-techniques,Get time zone,0,3,0,1,4
AESRTRansomware,Defense Evasion,T1564,T1564.003,Hide graphical window,0,2,0,0,2
LorenzRansomware,Defense Evasion,T1564,T1564.003,Hide graphical window,0,2,0,0,2
KoxicRansomware,Defense Evasion,T1218,T1218.002,Hides the Windows control panel from the task bar,0,1,1,1,3
KoxicRansomware,Defense Evasion,T1562,T1562.001,Hides the Windows control panel from the task bar,3,74,39,45,161
BlueSkyRansomware,Defense Evasion,T1497,No Suitable Sub-techniques,Hides threads from debuggers,0,0,1,1,2
LokiLockerRansomware,Defense Evasion,T1497,No Suitable Sub-techniques,Hides threads from debuggers,0,0,1,1,2
SamsamRansomware,Defense Evasion,T1497,No Suitable Sub-techniques,Hides threads from debuggers,0,0,1,1,2
BlueSkyRansomware,Discovery,T1497,No Suitable Sub-techniques,Hides threads from debuggers,0,0,1,1,2
LokiLockerRansomware,Discovery,T1497,No Suitable Sub-techniques,Hides threads from debuggers,0,0,1,1,2
SamsamRansomware,Discovery,T1497,No Suitable Sub-techniques,Hides threads from debuggers,0,0,1,1,2
BlueSkyRansomware,Discovery,T1518,T1518.001,Hides threads from debuggers,1,4,2,0,7
LokiLockerRansomware,Discovery,T1518,T1518.001,Hides threads from debuggers,1,4,2,0,7
SamsamRansomware,Discovery,T1518,T1518.001,Hides threads from debuggers,1,4,2,0,7
CubaRansomware,Defense Evasion,T1036,No sub-techniques,"Icon mismatch, binary includes an Icon from a different legit application in order to fool users",1,27,16,27,71
CrytoxRansomware,Discovery,T1080,No sub-techniques,"Infects executable files (exe, dll, sys, html)",0,0,2,0,2
BlackBastaRansomware,Lateral Movement,T1080,No sub-techniques,"Infects executable files (exe, dll, sys, html)",0,0,2,0,2
CubaRansomware,Lateral Movement,T1080,No sub-techniques,"Infects executable files (exe, dll, sys, html)",0,0,2,0,2
CuratorRansomware,Lateral Movement,T1080,No sub-techniques,"Infects executable files (exe, dll, sys, html)",0,0,2,0,2
DearCryRansomware,Lateral Movement,T1080,No sub-techniques,"Infects executable files (exe, dll, sys, html)",0,0,2,0,2
SunnyDayRansomware,Lateral Movement,T1080,No sub-techniques,"Infects executable files (exe, dll, sys, html)",0,0,2,0,2
CrytoxRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Injects code into the Windows Explorer (explorer.exe),0,23,13,26,62
CrytoxRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Injects code into the Windows Explorer (explorer.exe),0,23,13,26,62
OnyxRansomware,Collection,T1056,T1056.004,Install message hook,0,0,0,0,0
OnyxRansomware,Credential Access,T1056,T1056.004,Install message hook,0,0,0,0,0
CrytoxRansomware,Collection,T1185,No sub-techniques,Installs a chrome extension,0,1,0,0,1
CrytoxRansomware,Persistence,T1176,No sub-techniques,Installs a chrome extension,0,1,0,0,1
MementoRansomware,Credential Access,T1056,No Suitable Sub-techniques,Installs a global keyboard hook,0,0,2,1,3
BlackBastaRansomware,Collection,T1056,No Suitable Sub-techniques,Installs a raw input device (often for capturing keystrokes),0,0,2,1,3
PLAYRansomware,Collection,T1056,No Suitable Sub-techniques,Installs a raw input device (often for capturing keystrokes),0,0,2,1,3
BlackBastaRansomware,Credential Access,T1056,No Suitable Sub-techniques,Installs a raw input device (often for capturing keystrokes),0,0,2,1,3
PLAYRansomware,Credential Access,T1056,No Suitable Sub-techniques,Installs a raw input device (often for capturing keystrokes),0,0,2,1,3
BlackCatRansomware,Execution,T1569,T1569.002,Interact with driver via control codes,4,40,3,5,52
MauiRansomware,Execution,T1569,T1569.002,Interact with driver via control codes,4,40,3,5,52
BlackBastaRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
BlackCatRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
CuratorRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
DearCryRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
DiavolRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
EvilNominatusRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
LokiLockerRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
LorenzRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
MauiRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
MementoRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
NightSkyRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
NokoyawaRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
PandoraRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
SugarRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
SunnyDayRansomware,Execution,T1129,No sub-techniques,Link function at runtime on Windows,0,0,1,0,1
BlackCatRansomware,Execution,T1129,No sub-techniques,Link many functions at runtime,0,0,1,0,1
DearCryRansomware,Execution,T1129,No sub-techniques,Link many functions at runtime,0,0,1,0,1
DiavolRansomware,Execution,T1129,No sub-techniques,Link many functions at runtime,0,0,1,0,1
MauiRansomware,Execution,T1129,No sub-techniques,Link many functions at runtime,0,0,1,0,1
MementoRansomware,Execution,T1129,No sub-techniques,Link many functions at runtime,0,0,1,0,1
NightSkyRansomware,Execution,T1129,No sub-techniques,Link many functions at runtime,0,0,1,0,1
MagniberRansomware,Execution,T1129,No sub-techniques,Load third party dll,0,0,1,0,1
NightSkyRansomware,Defense Evasion,T1027,No Suitable Sub-techniques,Manually build AES constants,0,83,7,8,98
AESRTRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
AgendaRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
BlackBastaRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
BlackCatRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
ChaosRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
CuratorRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
HiveRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
KoxicRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
LilithRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
LokiLockerRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
PandoraRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
RookRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
SunnyDayRansomware,Defense Evasion,T1070,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
OnyxRansomware,Defense Evasion,T1070.,T1070.004,May delete shadow drive data (may be related to ransomware),0,12,4,12,28
BlueSkyRansomware,Collection,T1560,No Suitable Sub-techniques,May encrypt documents and pictures (Ransomware),0,2,2,6,10
HiveRansomware,Collection,T1560,No Suitable Sub-techniques,May encrypt documents and pictures (Ransomware),0,2,2,6,10
LilithRansomware,Collection,T1560,No Suitable Sub-techniques,May encrypt documents and pictures (Ransomware),0,2,2,6,10
AgendaRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
BlackBastaRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
Cl0pRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
CubaRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
HaronRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
MidasRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
OnyxRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
PLAYRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
RedAlertRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
RookRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
SamsamRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
SugarRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
SunnyDayRansomware,Discovery,T1518,T1518.001,May try to detect the virtual machine to hinder analysis (VM artifact strings found in memory),1,4,2,0,7
AgendaRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
BlackBastaRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
DearCryRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
PLAYRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
SamsamRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
AgendaRansomware,Discovery,T1057,No sub-techniques,May try to detect the Windows Explorer process (often used for injection),2,5,2,0,9
BlackBastaRansomware,Discovery,T1057,No sub-techniques,May try to detect the Windows Explorer process (often used for injection),2,5,2,0,9
DearCryRansomware,Discovery,T1057,No sub-techniques,May try to detect the Windows Explorer process (often used for injection),2,5,2,0,9
PLAYRansomware,Discovery,T1057,No sub-techniques,May try to detect the Windows Explorer process (often used for injection),2,5,2,0,9
SamsamRansomware,Discovery,T1057,No sub-techniques,May try to detect the Windows Explorer process (often used for injection),2,5,2,0,9
AgendaRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
BlackBastaRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
DearCryRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
PLAYRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
SamsamRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,May try to detect the Windows Explorer process (often used for injection),0,23,13,26,62
HaronRansomware,Defense Evasion,T1562,T1562.001,Modifies the windows firewall,3,74,39,45,161
LokiLockerRansomware,Defense Evasion,T1562,T1562.001,Modifies the windows firewall,3,74,39,45,161
MidasRansomware,Defense Evasion,T1562,T1562.001,Modifies the windows firewall,3,74,39,45,161
AESRTRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
AgendaRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
BlackBastaRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
BlueSkyRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
ChaosRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
ClownicRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
LokiLockerRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
OnyxRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
PandoraRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
RookRansomware,Impact,T1486,No sub-techniques,Modifies user documents (likely ransomware behavior),0,10,1,7,18
LockyRansomware,Defense Evasion,T1134,No Suitable Sub-techniques,Modify access privileges,0,0,12,5,17
Yanluowang Ransomware,Defense Evasion,T1134,No Suitable Sub-techniques,Modify access privileges,0,0,12,5,17
LockyRansomware,Privilege Escalation,T1134,No Suitable Sub-techniques,Modify access privileges,0,0,12,5,17
Yanluowang Ransomware,Privilege Escalation,T1134,No Suitable Sub-techniques,Modify access privileges,0,0,12,5,17
BlackBastaRansomware,Defense Evasion,T1134,No Suitable Sub-techniques,Modify token privilege,0,0,12,5,17
BlackCatRansomware,Defense Evasion,T1134,No Suitable Sub-techniques,Modify token privilege,0,0,12,5,17
CrytoxRansomware,Defense Evasion,T1134,No Suitable Sub-techniques,Modify token privilege,0,0,12,5,17
BlackBastaRansomware,Privilege Escalation,T1134,No Suitable Sub-techniques,Modify token privilege,0,0,12,5,17
BlackCatRansomware,Privilege Escalation,T1134,No Suitable Sub-techniques,Modify token privilege,0,0,12,5,17
CrytoxRansomware,Privilege Escalation,T1134,No Suitable Sub-techniques,Modify token privilege,0,0,12,5,17
OnyxRansomware,Collection,T1115,No sub-techniques,Monitor clipboard content,0,6,0,2,8
AgendaRansomware,Discovery,T1012,No sub-techniques,Monitors certain registry keys / values for changes,3,10,1,2,16
ChaosRansomware,Discovery,T1012,No sub-techniques,Monitors certain registry keys / values for changes,3,10,1,2,16
CrytoxRansomware,Discovery,T1012,No sub-techniques,Monitors certain registry keys / values for changes (often done to protect autostart functionality),3,10,1,2,16
DearCryRansomware,Discovery,T1012,No sub-techniques,Monitors certain registry keys / values for changes (often done to protect autostart functionality),3,10,1,2,16
KoxicRansomware,Discovery,T1012,No sub-techniques,Monitors certain registry keys / values for changes (often done to protect autostart functionality),3,10,1,2,16
OnyxRansomware,Discovery,T1012,No sub-techniques,Monitors certain registry keys / values for changes (often done to protect autostart functionality),3,10,1,2,16
SugarRansomware,Discovery,T1012,No sub-techniques,Monitors certain registry keys / values for changes (often done to protect autostart functionality),3,10,1,2,16
AgendaRansomware,Discovery,T1012,No sub-techniques,Monitors registry run keys for changes,3,10,1,2,16
ChaosRansomware,Discovery,T1012,No sub-techniques,Monitors registry run keys for changes,3,10,1,2,16
DearCryRansomware,Collection,T1005,No sub-techniques,Not available,0,7,2,1,10
LokiLockerRansomware,Collection,T1005,No sub-techniques,Not available,0,7,2,1,10
NokoyawaRansomware,Collection,T1005,No sub-techniques,Not available,0,7,2,1,10
RookRansomware,Collection,T1005,No sub-techniques,Not available,0,7,2,1,10
SunnyDayRansomware,Collection,T1005,No sub-techniques,Not available,0,7,2,1,10
LokiLockerRansomware,Defense Evasion,T1027,T1027.004,Not available,0,5,2,1,8
LokiLockerRansomware,Defense Evasion,T1036,T1036.005,Not available,1,9,1,1,12
SynAckRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Not available,0,23,13,26,62
LockBitRansomware,Defense Evasion,T1134,T1134.001,Not available,0,7,1,3,11
LockBitRansomware,Defense Evasion,T1497,T1497.001,Not available,0,1,0,0,1
LockBitRansomware,Defense Evasion,T1497,T1497.003,Not available,0,0,0,1,1
LokiLockerRansomware,Defense Evasion,T1497,T1497.003,Not available,0,0,0,1,1
RookRansomware,Defense Evasion,T1497,T1497.003,Not available,0,0,0,1,1
SunnyDayRansomware,Defense Evasion,T1497,T1497.003,Not available,0,0,0,1,1
LokiLockerRansomware,Defense Evasion,T1562,T1562.004,Not available,0,13,4,5,22
LokiLockerRansomware,Defense Evasion,T1564,T1564.001,Not available,0,8,5,2,15
LokiLockerRansomware,Defense Evasion,T1564,T1564.003,Not available,0,2,0,0,2
RookRansomware,Defense Evasion,T1564,T1564.003,Not available,0,2,0,0,2
LokiLockerRansomware,Discovery,T1007,T1007,Not available,2,3,0,0,5
LokiLockerRansomware,Discovery,T1016,T1016,Not available,2,8,3,4,17
LokiLockerRansomware,Discovery,T1033,T1033,Not available,2,25,4,10,41
LokiLockerRansomware,Discovery,T1087,T1087.001,Not available,2,11,0,11,24
DearCryRansomware,Discovery,T1120,No sub-techniques,Not available,0,2,1,0,3
LokiLockerRansomware,Discovery,T1120,No sub-techniques,Not available,0,2,1,0,3
NokoyawaRansomware,Discovery,T1120,No sub-techniques,Not available,0,2,1,0,3
DearCryRansomware,Discovery,T1124,No sub-techniques,Not available,0,3,0,1,4
LokiLockerRansomware,Discovery,T1124,No sub-techniques,Not available,0,3,0,1,4
DearCryRansomware,Discovery,T1497,T1497.001,Not available,0,1,0,0,1
LockBitRansomware,Discovery,T1497,T1497.001,Not available,0,1,0,0,1
LockBitRansomware,Discovery,T1497,T1497.003,Not available,0,0,0,1,1
LokiLockerRansomware,Discovery,T1497,T1497.003,Not available,0,0,0,1,1
RookRansomware,Discovery,T1497,T1497.003,Not available,0,0,0,1,1
SunnyDayRansomware,Discovery,T1497,T1497.003,Not available,0,0,0,1,1
RookRansomware,Discovery,T1518,T1518,Not available,0,2,3,0,5
SunnyDayRansomware,Discovery,T1518,T1518,Not available,0,2,3,0,5
DearCryRansomware,Discovery,T1518,T1518.001,Not available,1,4,2,0,7
CuratorRansomware,Discovery,No technique,No sub-techniques,Not available,0,0,0,0,0
LokiLockerRansomware,Execution,T1053,T1053.005,Not available,6,38,9,15,68
LockBitRansomware,Execution,T1559,T1559.001,Not available,0,4,1,1,6
LokiLockerRansomware,Execution,T1559,T1559.001,Not available,0,4,1,1,6
RookRansomware,Execution,T1559,T1559.001,Not available,0,4,1,1,6
SunnyDayRansomware,Execution,T1559,T1559.001,Not available,0,4,1,1,6
DearCryRansomware,Execution,T1569,T1569.002,Not available,4,40,3,5,52
RookRansomware,Impact,T1490,No sub-techniques,Not available,2,18,6,12,38
Yanluowang Ransomware,Impact,T1490,No sub-techniques,Not available,2,18,6,12,38
LokiLockerRansomware,Persistence,T1053,T1053.005,Not available,6,38,9,15,68
LokiLockerRansomware,Privilege Escalation,T1053,T1053.005,Not available,6,38,9,15,68
LockBitRansomware,Privilege Escalation,T1134,T1134.001,Not available,0,7,1,3,11
RookRansomware,Collection,T1056,T1056.004,Overwrites code with unconditional jumps - possibly settings hooks in foreign process,0,0,0,0,0
RookRansomware,Credential Access,T1056,T1056.004,Overwrites code with unconditional jumps - possibly settings hooks in foreign process,0,0,0,0,0
CrytoxRansomware,Collection,T1185,No sub-techniques,Overwrites Mozilla Firefox settings,0,1,0,0,1
HiveRansomware,Collection,T1185,No sub-techniques,Overwrites Mozilla Firefox settings,0,1,0,0,1
LilithRansomware,Collection,T1185,No sub-techniques,Overwrites Mozilla Firefox settings,0,1,0,0,1
LorenzRansomware,Collection,T1185,No sub-techniques,Overwrites Mozilla Firefox settings,0,1,0,0,1
OnyxRansomware,Collection,T1185,No sub-techniques,Overwrites Mozilla Firefox settings,0,1,0,0,1
ChaosRansomware,Collection,T1185,No sub-techniques,Overwrites Mozilla Firefox settings,0,1,0,0,1
CactusRansomware,Defense Evasion,T1027,T1027.002,Packed with UPX or VMProtect,0,1,0,0,1
CrytoxRansomware,Defense Evasion,T1027,T1027.002,Packed with UPX or VMProtect,0,1,0,0,1
KoxicRansomware,Defense Evasion,T1027,T1027.002,Packed with UPX or VMProtect,0,1,0,0,1
RookRansomware,Defense Evasion,T1027,T1027.002,Packed with UPX or VMProtect,0,1,0,0,1
AzovRansomware,Execution,T1129,No sub-techniques,Parse PE header,0,0,1,0,1
BlackBastaRansomware,Execution,T1129,No sub-techniques,Parse PE header,0,0,1,0,1
BlackCatRansomware,Execution,T1129,No sub-techniques,Parse PE header,0,0,1,0,1
CuratorRansomware,Execution,T1129,No sub-techniques,Parse PE header,0,0,1,0,1
MementoRansomware,Execution,T1129,No sub-techniques,Parse PE header,0,0,1,0,1
NightSkyRansomware,Execution,T1129,No sub-techniques,Parse PE header,0,0,1,0,1
SugarRansomware,Execution,T1129,No sub-techniques,Parse PE header,0,0,1,0,1
SunnyDayRansomware,Execution,T1129,No sub-techniques,Parse PE header,0,0,1,0,1
SynAckRansomware,Execution,T1129,No sub-techniques,Parse PE header,0,0,1,0,1
BlackCatRansomware,Defense Evasion,T1055,No Suitable Sub-techniques,Patch process command line,0,23,13,26,62
BlackCatRansomware,Privilege Escalation,T1055,No Suitable Sub-techniques,Patch process command line,0,23,13,26,62
AESRTRansomware,Defense Evasion,T1027,T1027.002,PE file has an executable .text section which is very likely to contain packed code (zlib compression ratio < 0.3),0,1,0,0,1
BandarChorRansomware,Defense Evasion,T1027,T1027.002,PE file has section (not .text) which is very likely to contain packed code (zlib compression ratio < 0.011),0,1,0,0,1
LokiLockerRansomware,Defense Evasion,T1027,T1027.002,PE file has section (not .text) which is very likely to contain packed code (zlib compression ratio < 0.011),0,1,0,0,1
SamsamRansomware,Defense Evasion,T1027,T1027.002,PE file has section (not .text) which is very likely to contain packed code (zlib compression ratio < 0.011),0,1,0,0,1
SugarRansomware,Defense Evasion,T1027,T1027.002,PE file has section (not .text) which is very likely to contain packed code (zlib compression ratio < 0.011),0,1,0,0,1
HaronRansomware,Discovery,T1016,No Suitable Sub-techniques,Performs a network lookup / discovery via ARP,2,8,3,4,17
MidasRansomware,Discovery,T1016,No Suitable Sub-techniques,Performs a network lookup / discovery via ARP,2,8,3,4,17
AESRTRansomware,Persistence,T1547,T1547.001,Persist via Run registry key,4,31,9,2,46
OnyxRansomware,Persistence,T1547,T1547.001,Persist via Run registry key,4,31,9,2,46
AESRTRansomware,Privilege Escalation,T1547,T1547.001,Persist via Run registry key,4,31,9,2,46
OnyxRansomware,Privilege Escalation,T1547,T1547.001,Persist via Run registry key,4,31,9,2,46
LockyRansomware,Execution,T1569,T1569.002,Persist via Windows service,4,40,3,5,52
LockyRansomware,Persistence,T1543,T1543.003,Persist via Windows service,6,40,10,14,70
LockyRansomware,Privilege Escalation,T1543,T1543.003,Persist via Windows service,6,40,10,14,70
LockBitRansomware,Command and Control,T1071,T1071.001,Posts data to webserver,0,29,3,2,34
LokiLockerRansomware,Command and Control,T1071,T1071.001,Posts data to webserver,0,29,3,2,34
SugarRansomware,Command and Control,T1071,T1071.001,Posts data to webserver,0,29,3,2,34
LockBitRansomware,Command And Control,T1095,No sub-techniques,Posts data to webserver,0,4,1,2,7
LokiLockerRansomware,Command And Control,T1095,No sub-techniques,Posts data to webserver,0,4,1,2,7
SugarRansomware,Command And Control,T1095,No sub-techniques,Posts data to webserver,0,4,1,2,7
AgendaRansomware,Collection,T1560,No Suitable Sub-techniques,Public key (encryption) found,0,2,2,6,10
Cl0pRansomware,Collection,T1560,No Suitable Sub-techniques,Public key (encryption) found,0,2,2,6,10
DearCryRansomware,Collection,T1560,No Suitable Sub-techniques,Public key (encryption) found,0,2,2,6,10
NightSkyRansomware,Collection,T1560,No Suitable Sub-techniques,Public key (encryption) found,0,2,2,6,10
SamsamRansomware,Collection,T1560,No Suitable Sub-techniques,Public key (encryption) found,0,2,2,6,10
CrytoxRansomware,Discovery,T1082,No sub-techniques,Queries a list of all running drivers,2,14,7,5,28
DecafRansomware,Discovery,T1082,No sub-techniques,Queries a list of all running drivers,2,14,7,5,28
SamsamRansomware,Discovery,T1082,No sub-techniques,Queries a list of all running drivers,2,14,7,5,28
AgendaRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
BlueSkyRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
ChaosRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
Cl0pRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
ClownicRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
CrytoxRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
CubaRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
CuratorRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
HaronRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
KoxicRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
LilithRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
LokiLockerRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
MidasRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
MoishaRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
OnyxRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
PandoraRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
RookRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
SFileRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
SamsamRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
SunnyDayRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
SynAckRansomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
Yanluowang Ransomware,Discovery,T1057,No sub-techniques,Queries a list of all running processes,2,5,2,0,9
KoxicRansomware,Discovery,T1082,No sub-techniques,"Queries BIOS Information (via WMI, Win32_Bios)",2,14,7,5,28
SamsamRansomware,Discovery,T1082,No sub-techniques,"Queries BIOS Information (via WMI, Win32_Bios)",2,14,7,5,28
KoxicRansomware,Execution,T1047,No sub-techniques,"Queries BIOS Information (via WMI, Win32_Bios)",3,40,5,14,62
SamsamRansomware,Execution,T1047,No sub-techniques,"Queries BIOS Information (via WMI, Win32_Bios)",3,40,5,14,62
BandarChorRansomware,Defense Evasion,T1497,T1497.001,Queries disk information (often used to detect virtual machines),0,1,0,0,1
